Cereals,Maize,Medium,2400.00,-,-,2200.00,-,-,7.00
Cereals,Maize,Other,2400.00,1985.51,1919.03,2055.98,47.35,490.30,205.13
Cereals,Maize,Popcorn,2400.00,1350.00,1530.00,1556.42,3.01,6.98,51.90
Cereals,Maize,Sweet Corn (For Biscuits),2400.00,-,1481.00,-,-,2.67,-
Cereals,Maize,White (SAFED),2400.00,-,2700.00,2650.00,-,15.40,43.40
Cereals,Maize,Yellow,2400.00,1747.91,1624.23,1691.86,7121.19,13738.92,11243.44
Cereals,Paddy(Common),1001,2369.00,2369.48,2409.56,2369.74,371.60,335.00,333.10
Cereals,Paddy(Common),1121,2369.00,3712.94,3097.07,2922.09,1297.23,55.07,42.71
Cereals,Paddy(Common),B P T,2369.00,2320.00,2310.30,2369.01,66.30,53.01,14.77
Cereals,Paddy(Common),Basmati,2369.00,3100.27,3141.62,3012.26,1342.64,6846.99,5656.66
Cereals,Paddy(Common),Basmati 1509,2369.00,2597.76,2616.02,2526.02,3610.04,2737.73,286.79
Cereals,Paddy(Common),Common,2369.00,2154.37,2159.85,2210.97,21539.84,26668.85,24152.26
Cereals,Paddy(Common),D.B.,2369.00,3332.41,3345.59,3308.27,3649.60,3360.80,4622.70
Cereals,Paddy(Common),Dhan,2369.00,2807.05,2855.17,2869.16,2625.85,10559.34,6088.44
Cereals,Paddy(Common),Fine,2369.00,2028.15,2059.31,2070.28,481.20,5913.00,3596.50
Cereals,Paddy(Common),I.R. 36,2369.00,2392.11,2390.73,2391.06,196.25,181.25,181.20
Cereals,Paddy(Common),I.R. 64,2369.00,2074.22,2356.27,2390.00,10.90,43.20,14.00
Cereals,Paddy(Common),I.R. 8,2369.00,-,2369.00,2369.00,-,60.00,60.00
Cereals,Paddy(Common),I.R.-64,2369.00,2369.00,2369.00,2369.00,130.50,0.00,61.20
Cereals,Paddy(Common),Kranti,2369.00,2102.81,2276.58,2224.53,67.83,1868.23,165.49
Cereals,Paddy(Common),MTU-1010,2369.00,2388.48,2386.25,2389.55,6314.60,331.54,218.22
Cereals,Paddy(Common),Other,2369.00,2877.24,3013.34,2944.07,5663.70,7157.10,6622.10
Cereals,Paddy(Common),Paddy,2369.00,2936.22,2915.25,2923.18,10455.15,15549.68,10032.33
Cereals,Paddy(Common),Paddy Coarse,2369.00,2205.09,2174.21,2216.84,9019.90,11611.70,10548.50
Cereals,Paddy(Common),Paddy Dappa,2369.00,-,-,2500.00,-,-,37.00
Cereals,Paddy(Common),Paddy Medium,2369.00,-,2369.00,2369.00,-,240.00,250.00
Cereals,Paddy(Common),Paddy fine,2369.00,2370.00,-,2852.22,35.10,-,45.00
Cereals,Paddy(Common),Paddy-Organic,2369.00,3201.00,3300.00,3150.00,19.00,4.15,3.58
Cereals,Paddy(Common),Ponni,2369.00,2900.00,-,-,4.21,-,-
Cereals,Paddy(Common),Puspa (MR 301),2369.00,3051.40,3092.70,3138.35,949.16,3018.83,2258.54
Cereals,Paddy(Common),Red,2369.00,-,3050.00,3200.00,-,7.04,4.74
Cereals,Paddy(Common),Samba Masuri,2369.00,2425.73,2389.00,2389.00,111.20,306.20,283.90
Cereals,Paddy(Common),Sarvati,2369.00,-,2400.00,2500.00,-,1600.00,1300.00
Cereals,Paddy(Common),Sona Mahsuri,2369.00,2369.00,2688.00,-,3337.90,3907.80,-
Cereals,Paddy(Common),Sugandha,2369.00,2000.00,2099.00,2014.00,12.80,0.40,7.30
Cereals,Paddy(Common),Swarna Masuri (New),2369.00,2210.16,2369.00,2369.00,31.60,2.30,2.10
Cereals,Ragi(Finger Millet),Other,4886.00,5400.00,5400.00,5400.00,0.30,0.30,0.50
Cereals,Wheat,147 Average,2425.00,-,2650.00,2580.00,-,1.00,2.00
Cereals,Wheat,2189 No. 1,2425.00,2500.00,2535.00,2500.00,2.50,3.00,2.00
Cereals,Wheat,2189 No. 2,2425.00,2550.00,2535.00,2500.00,9.00,15.00,12.50
Cereals,Wheat,Bansi,2425.00,2559.42,2651.00,2700.00,3.30,7.50,3.60
Cereals,Wheat,Dara,2425.00,2543.42,2528.59,2524.54,11826.90,15249.00,14303.00
Cereals,Wheat,Deshi,2425.00,2530.00,3040.22,2699.84,2.50,76.10,92.10
Cereals,Wheat,Farmi,2425.00,-,3400.00,3400.00,-,43.00,16.50
Cereals,Wheat,Hybrid,2425.00,2622.00,2635.00,2607.00,13.30,18.05,17.39
Cereals,Wheat,Kalyan,2425.00,2725.55,2716.79,2755.86,15.85,33.83,31.06
Cereals,Wheat,Local,2425.00,2443.75,2476.98,2469.65,176.55,337.89,125.87
Cereals,Wheat,Lokwan,2425.00,2552.51,2538.77,2624.31,252.37,350.19,137.18
Cereals,Wheat,Lokwan Gujrat,2425.00,2555.88,2560.75,2554.06,24.30,37.20,69.90
Cereals,Wheat,Maharashtra 2189,2425.00,2807.69,2545.41,2554.21,3.90,14.10,10.70
Cereals,Wheat,Malwa Shakti,2425.00,-,2375.82,2538.76,-,44.44,13.45
Cereals,Wheat,Medium,2425.00,-,2475.00,2500.00,-,2.00,2.00
Cereals,Wheat,Medium Fine,2425.00,2575.00,2650.00,2625.00,4.20,4.40,5.80
Cereals,Wheat,Mexican,2425.00,2604.00,-,-,3.00,-,-
Cereals,Wheat,Mill Quality,2425.00,2432.17,2462.97,2497.24,1226.11,3097.95,2630.60
Cereals,Wheat,Other,2425.00,2649.39,3415.59,3351.37,423.61,1413.93,1101.13
Cereals,Wheat,PISSI,2425.00,-,2750.00,-,-,102.65,-
Cereals,Wheat,Rajasthan Tukdi,2425.00,2690.00,2740.00,2825.00,8.60,28.60,23.50
Cereals,Wheat,Sharbati,2425.00,3205.67,3205.42,3182.82,286.70,388.47,306.85
Cereals,Wheat,Sonalika,2425.00,2598.50,2642.31,2599.15,33.40,52.00,58.70
Cereals,Wheat,Sujata,2425.00,-,2540.07,2769.52,-,167.17,33.39
Cereals,Wheat,Wheat,2425.00,2452.42,2516.08,2525.56,2679.57,10000.57,6899.63
Cereals,Wheat,Wheat Mix,2425.00,2362.10,2411.30,2452.38,31.76,32.30,50.99
Cereals,Wheat,Wheat-Organic,2425.00,1700.00,2690.00,2700.00,10.52,26.10,45.70
Fibre Crops,Cotton,170-CO2 (Unginned),7710.00,7750.00,7750.00,7750.00,25.20,25.00,2.50
Fibre Crops,Cotton,American,7710.00,6864.33,7108.58,7116.44,1358.00,2650.56,3097.62
Fibre Crops,Cotton,Bramha,7710.00,7209.00,7199.00,-,3169.00,4514.00,-
Fibre Crops,Cotton,Bunny,7710.00,-,6000.00,-,-,55.90,-
Fibre Crops,Cotton,CO-2 (Unginned),7710.00,8110.00,8110.00,7948.00,968.80,968.80,784.04
Fibre Crops,Cotton,Cotton (Unginned),7710.00,7518.71,6844.65,7666.41,703.84,1585.55,2372.10
Fibre Crops,Cotton,Cotton US,7710.00,7820.00,7829.00,7860.00,4.85,2.65,2.70
Fibre Crops,Cotton,Desi,7710.00,6510.51,6910.85,6944.74,21.50,262.00,280.50
Fibre Crops,Cotton,Ginned Cotton,7710.00,6600.00,6170.89,5260.00,0.54,5.54,0.50
Fibre Crops,Cotton,H.Y.4 (Unginned),7710.00,6780.00,7107.00,7082.00,51.00,35.92,52.28
Fibre Crops,Cotton,Kapas (Adoni),7710.00,-,6850.00,6800.00,-,4.30,3.50
Fibre Crops,Cotton,Local,7710.00,-,-,7000.00,-,-,11.00
Fibre Crops,Cotton,Long fiber,7710.00,-,7087.13,7200.00,-,29.76,3.20
Fibre Crops,Cotton,Medium Fiber,7710.00,5857.34,6438.84,6372.92,74.60,18.14,22.56
Fibre Crops,Cotton,Narma BT Cotton,7710.00,7033.84,7133.48,7125.58,541.00,608.10,344.00
Fibre Crops,Cotton,Other,7710.00,6988.29,7102.72,7012.73,947.00,1249.10,1589.35
Fibre Crops,Cotton,Shanker 6 (B) 30mm FIne,7710.00,6368.42,6375.39,6424.83,958.58,1284.66,713.72
Fibre Crops,Cotton,Without Ginned Cotton,7710.00,6164.02,6556.62,6533.67,1451.02,2759.77,2921.29
Oil Seeds,Copra,Copra,12100.00,21052.63,20996.00,20976.19,15.20,6.25,5.25
Oil Seeds,Copra,Other,12100.00,14000.00,18745.61,18830.15,0.80,2.85,2.72
Oil Seeds,Groundnut,Balli/Habbu,7263.00,6066.84,6013.45,5803.88,87.54,98.07,86.17
Oil Seeds,Groundnut,Big (With Shell),7263.00,5281.29,5332.63,5310.27,540.50,1263.40,882.21
Oil Seeds,Groundnut,Bold,7263.00,5542.16,5481.01,5490.53,637.00,1074.38,938.43
Oil Seeds,Groundnut,F.A.Q,7263.00,-,7336.07,-,-,12.20,-
Oil Seeds,Groundnut,G20,7263.00,5603.88,5671.69,5623.20,754.57,785.70,672.84
Oil Seeds,Groundnut,Groundnut seed,7263.00,7376.02,-,5200.00,67.35,-,0.04
Oil Seeds,Groundnut,Hybrid,7263.00,-,6500.00,6638.39,-,11.20,28.00
Oil Seeds,Groundnut,JL-24,7263.00,7600.00,7600.00,7600.00,243.50,295.00,345.00
Oil Seeds,Groundnut,Local,7263.00,6626.86,6211.38,5669.10,262.40,676.20,525.00
Oil Seeds,Groundnut,Other,7263.00,5938.22,5414.11,5762.46,1997.56,2304.30,518.08
Oil Seeds,Groundnut,Peanuts-Organic,7263.00,-,5800.00,5701.00,-,10.65,10.36
Oil Seeds,Mustard,Big 100 Kg,5950.00,-,-,6950.00,-,-,38.10
Oil Seeds,Mustard,Lohi Black,5950.00,6657.14,6749.85,6776.76,48.00,88.30,52.50
Oil Seeds,Mustard,Mustard,5950.00,6653.96,6744.40,6706.50,361.93,614.58,568.34
Oil Seeds,Mustard,Other,5950.00,6703.40,6776.37,6782.51,178.58,191.05,217.88
Oil Seeds,Mustard,Sarson(Black),5950.00,6822.60,6700.47,6800.88,983.05,1077.65,713.12
Oil Seeds,Mustard,Yellow (Black),5950.00,7770.69,7705.64,7038.16,38.90,42.90,20.70
Oil Seeds,Safflower,Other,5940.00,7290.48,-,-,6.30,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Black,9846.00,11581.18,6600.00,-,2.38,1.10,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Gajjar,9846.00,-,-,10400.00,-,-,1.20
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Other,9846.00,9913.96,14081.47,14396.06,4.03,46.40,51.38
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Sesame,9846.00,10780.17,10354.41,11027.78,20.39,30.05,42.57
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",White,9846.00,10744.44,10578.73,10527.97,254.84,283.70,376.65
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Whitish,9846.00,11000.00,10700.00,-,39.30,30.30,-
Oil Seeds,Soyabean,Black,5328.00,4379.38,4470.93,4440.37,55.95,101.25,131.96
Oil Seeds,Soyabean,Local,5328.00,-,-,4400.00,-,-,2.50
Oil Seeds,Soyabean,Other,5328.00,4348.31,4379.23,4368.53,369.00,674.32,308.48
Oil Seeds,Soyabean,Soyabeen,5328.00,4271.47,4295.49,4284.60,5765.23,42308.10,24210.89
Oil Seeds,Soyabean,Soybean-Organic,5328.00,3800.00,4365.00,-,5.20,2.20,-
Oil Seeds,Soyabean,Yellow,5328.00,4132.41,4299.58,4396.62,241.55,9898.65,5886.35
Pulses,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),8000.00,7930.28,6361.91,7856.30,435.80,49.00,544.00
Pulses,Arhar(Tur/Red Gram)(Whole),Arhar Dal(Tur),8000.00,5944.18,6391.63,6135.63,285.58,788.78,558.29
Pulses,Arhar(Tur/Red Gram)(Whole),Desi(Whole),8000.00,-,6000.00,-,-,4.00,-
Pulses,Arhar(Tur/Red Gram)(Whole),Hybrid,8000.00,-,-,6330.00,-,-,3.20
Pulses,Arhar(Tur/Red Gram)(Whole),Other,8000.00,5690.00,11231.09,9688.13,0.40,2.30,3.20
Pulses,Bengal Gram(Gram)(Whole),999,5650.00,4000.00,4750.00,-,1.30,2.10,-
Pulses,Bengal Gram(Gram)(Whole),Average (Whole),5650.00,6607.28,6624.14,6652.18,45.80,46.50,45.80
Pulses,Bengal Gram(Gram)(Whole),Bengal Gram (Split),5650.00,-,7700.00,7800.00,-,1.00,1.00
Pulses,Bengal Gram(Gram)(Whole),Bold,5650.00,5700.00,5750.00,-,5.00,8.00,-
Pulses,Bengal Gram(Gram)(Whole),Chana Kabuli,5650.00,-,5267.98,10682.00,-,150.98,25.00
Pulses,Bengal Gram(Gram)(Whole),Chana Kanta,5650.00,-,5041.00,5000.00,-,12.10,2.10
Pulses,Bengal Gram(Gram)(Whole),Chana mausami,5650.00,-,5165.00,-,-,0.53,-
Pulses,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),5650.00,4585.38,4968.25,5457.93,6.50,100.15,148.26
Pulses,Bengal Gram(Gram)(Whole),Desi (Whole),5650.00,6078.13,5951.14,5960.72,429.10,571.00,538.70
Pulses,Bengal Gram(Gram)(Whole),Gram,5650.00,5157.35,5068.24,5053.64,109.87,1590.50,819.86
Pulses,Bengal Gram(Gram)(Whole),Kabul Small,5650.00,-,7455.00,-,-,1.80,-
Pulses,Bengal Gram(Gram)(Whole),Kanta,5650.00,5221.00,-,5236.00,14.80,-,5.70
Pulses,Bengal Gram(Gram)(Whole),Other,5650.00,5205.63,5961.48,5882.92,215.24,460.24,387.10
Pulses,Bengal Gram(Gram)(Whole),White (whole),5650.00,8200.00,-,8125.00,102.00,-,136.00
Pulses,Black Gram(Urd Beans)(Whole),Black Gram (Whole),7800.00,7979.78,7068.05,6990.67,154.10,195.60,319.30
Pulses,Black Gram(Urd Beans)(Whole),Black Gram Dal,7800.00,11300.00,11300.00,11300.00,1.00,1.00,1.00
Pulses,Black Gram(Urd Beans)(Whole),Desi,7800.00,7708.61,7357.31,5100.00,6.57,7.25,0.48
Pulses,Black Gram(Urd Beans)(Whole),Hybrid,7800.00,8900.00,8900.00,9000.00,5.00,0.60,0.50
Pulses,Black Gram(Urd Beans)(Whole),Local,7800.00,-,5850.00,-,-,0.55,-
Pulses,Black Gram(Urd Beans)(Whole),Mogan Medium,7800.00,-,9300.00,9300.00,-,0.30,0.30
Pulses,Black Gram(Urd Beans)(Whole),Other,7800.00,6048.69,6644.51,6711.26,144.68,210.70,241.72
Pulses,Black Gram(Urd Beans)(Whole),Urda/Urd,7800.00,6961.32,6380.59,6266.12,165.62,344.88,134.70
Pulses,Green Gram(Moong)(Whole),Ankola,8768.00,-,7000.00,-,-,2.60,-
Pulses,Green Gram(Moong)(Whole),Green (Whole),8768.00,7103.72,7265.16,7451.79,236.01,287.83,298.97
Pulses,Green Gram(Moong)(Whole),Green Gram Dhall-I,8768.00,12100.00,12100.00,11800.00,1.00,1.00,1.00
Pulses,Green Gram(Moong)(Whole),Hybrid,8768.00,-,-,5955.76,-,-,1.05
Pulses,Green Gram(Moong)(Whole),Local,8768.00,6055.00,4968.57,4800.00,5.30,47.60,377.00
Pulses,Green Gram(Moong)(Whole),Other,8768.00,6384.31,6791.37,6254.18,1030.10,1473.89,1687.08
Pulses,Lentil(Masur)(Whole),Kala Masoor New,6700.00,7000.00,6300.00,7000.00,1.20,154.56,1.00
Pulses,Lentil(Masur)(Whole),Local,6700.00,-,6188.18,5312.98,-,2.80,10.35
Pulses,Lentil(Masur)(Whole),Masoor Gola,6700.00,6859.31,6727.96,6939.48,312.70,300.90,220.10
Pulses,Lentil(Masur)(Whole),Masur Dal,6700.00,6153.10,6157.29,6298.02,91.35,433.88,201.12
Pulses,Lentil(Masur)(Whole),Other,6700.00,7250.00,7452.12,7473.36,12.50,46.54,46.84
Vegetables,Onion,1st Sort,-,1829.21,2371.97,2482.01,26.70,10.00,23.90
Vegetables,Onion,Bellary,-,1435.00,1500.00,1500.00,82.25,74.35,75.35
Vegetables,Onion,Big,-,2895.93,2701.81,3288.26,239.75,213.25,266.35
Vegetables,Onion,Dry F.A.Q.,-,1615.38,1593.53,1619.00,7.80,13.90,10.00
Vegetables,Onion,Hybrid,-,-,-,100.00,-,-,0.12
Vegetables,Onion,Local,-,540.42,480.23,575.45,477.49,440.41,351.38
Vegetables,Onion,Medium,-,468.92,422.59,385.09,1202.25,1561.98,1630.35
Vegetables,Onion,Nasik,-,1473.46,1580.84,1411.28,1230.80,867.05,1293.43
Vegetables,Onion,Onion,-,593.49,550.91,587.97,5383.28,7511.96,6599.54
Vegetables,Onion,Onion-Organic,-,425.00,484.17,539.18,6.98,21.04,56.08
Vegetables,Onion,Other,-,1196.02,1246.06,1119.29,1455.34,1548.28,2236.70
Vegetables,Onion,Red,-,1130.44,881.12,1161.91,2811.85,3564.03,2766.59
Vegetables,Onion,Small,-,6222.84,6024.00,6154.60,89.30,12.50,89.75
Vegetables,Onion,White,-,1420.00,1430.00,1295.00,944.05,664.00,636.25
Vegetables,Potato,Badshah,-,1287.51,1299.14,1287.24,1610.00,2035.70,1830.00
Vegetables,Potato,Chandermukhi,-,1390.00,1370.00,1485.00,40.00,80.00,90.00
Vegetables,Potato,Chips,-,1587.60,1489.12,1950.00,86.40,104.30,25.20
Vegetables,Potato,Desi,-,1242.12,1250.46,1250.91,13873.82,14071.74,18051.96
Vegetables,Potato,F.A.Q.,-,1282.43,1265.17,1274.12,31.70,49.10,197.20
Vegetables,Potato,Jalander,-,2150.00,-,1750.00,0.10,-,122.00
Vegetables,Potato,Jyoti,-,1412.02,1441.27,1444.12,1025.80,1168.88,1081.73
Vegetables,Potato,Kufri Megha,-,1269.59,1260.00,1265.00,233.00,195.00,187.00
Vegetables,Potato,Local,-,1209.19,1239.10,1237.39,6128.64,6815.01,7685.36
Vegetables,Potato,Other,-,1114.97,1191.75,1320.14,2600.17,3275.24,3854.63
Vegetables,Potato,Potato,-,1503.42,1561.77,1290.28,4089.06,5548.21,4725.10
Vegetables,Potato,Red,-,1372.42,1561.66,1503.18,348.50,77.20,75.50
Vegetables,Potato,Red Nanital,-,2057.95,2031.42,2551.78,67.30,62.70,64.70
Vegetables,Tomato,Deshi,-,3375.18,3200.24,3362.64,734.20,670.15,454.00
Vegetables,Tomato,Hybrid,-,3823.72,3728.36,3547.48,526.70,559.60,761.70
Vegetables,Tomato,Local,-,4603.67,4406.20,3225.46,380.08,390.23,289.50
Vegetables,Tomato,Other,-,3697.60,4087.84,3568.30,662.15,1202.48,1156.52
Vegetables,Tomato,Tomato,-,3476.48,3949.43,4090.64,789.30,836.16,845.96

